Date;Recip_County;Recip_State;Series_Complete_Pop_Pct;;;
11/18/2021;Page County;VA;36;;;
11/18/2021;Jasper County;GA;17;;;
11/18/2021;Pope County;IL;30,5;;;
11/18/2021;Pickaway County;OH;46;;;
11/18/2021;Cascade County;MT;49,4;;;
11/18/2021;Missoula County;MT;59,3;;;
11/18/2021;Harmon County;OK;45,1;;;
11/18/2021;Naranjito Municipio;PR;72,4;;;
11/18/2021;Lamar County;TX;36,1;;;
11/18/2021;Williams County;OH;41,2;;;
11/18/2021;Guadalupe County;TX;49,5;;;
11/18/2021;San German Municipio;PR;69,7;;;
11/18/2021;Williamsburg County;SC;52,2;;;
11/18/2021;Shasta County;CA;44,9;;;
11/18/2021;Hood River County;OR;76,1;;;
11/18/2021;Benton County;MS;46,6;;;
11/18/2021;Gove County;KS;44,9;;;
11/18/2021;Shelby County;TX;32,2;;;
11/18/2021;Blount County;AL;28,5;;;
11/18/2021;Calhoun County;GA;22,7;;;
11/18/2021;Unknown County;UT;0;;;
11/18/2021;Hillsdale County;MI;35,5;;;
11/18/2021;Marion County;MS;41,7;;;
11/18/2021;Greeley County;NE;37,5;;;
11/18/2021;Cape May County;NJ;67,5;;;
11/18/2021;Hickory County;MO;36;;;
11/18/2021;Sabine County;TX;34,6;;;
11/18/2021;Camden County;MO;41,8;;;
11/18/2021;Dunklin County;MO;34,1;;;
11/18/2021;Hickman County;KY;34,1;;;
11/18/2021;Cayey Municipio;PR;74,1;;;
11/18/2021;Saunders County;NE;47,5;;;
11/18/2021;New Madrid County;MO;30,9;;;
11/18/2021;Douglas County;KS;55,5;;;
11/18/2021;Wilbarger County;TX;47,9;;;
11/18/2021;Carroll County;KY;42,3;;;
11/18/2021;Goshen County;WY;35,6;;;
11/18/2021;Erie County;OH;54,6;;;
11/18/2021;Lake County;OH;59,7;;;
11/18/2021;Windsor County;VT;45,7;;;
11/18/2021;Island County;WA;60,3;;;
11/18/2021;Clay County;TN;27,1;;;
11/18/2021;St. Bernard Parish;LA;43,3;;;
11/18/2021;Salem County;NJ;49,3;;;
11/18/2021;Wayne County;PA;59,3;;;
11/18/2021;Lowndes County;MS;46,7;;;
11/18/2021;Lincoln County;NC;44,2;;;
11/18/2021;Trousdale County;TN;33,5;;;
11/18/2021;Lares Municipio;PR;83;;;
11/18/2021;Osceola County;FL;65,3;;;
11/18/2021;Dade County;GA;22;;;
11/18/2021;Ransom County;ND;55;;;
11/18/2021;Robeson County;NC;37,6;;;
11/18/2021;Big Stone County;MN;58,8;;;
11/18/2021;Rawlins County;KS;39,4;;;
11/18/2021;Pike County;AR;39,3;;;
11/18/2021;Hamilton County;NE;41,5;;;
11/18/2021;Hancock County;KY;54,7;;;
11/18/2021;Tolland County;CT;61,6;;;
11/18/2021;Dickinson County;IA;54,1;;;
11/18/2021;Lincoln County;NV;35,6;;;
11/18/2021;Morton County;ND;39,6;;;
11/18/2021;Le Flore County;OK;35,6;;;
11/18/2021;Barbour County;WV;7;;;
11/18/2021;Wasatch County;UT;52,5;;;
11/18/2021;Perry County;KY;57,2;;;
11/18/2021;Chatham County;NC;51,3;;;
11/18/2021;Cumberland County;VA;34,7;;;
11/18/2021;Clark County;AR;45;;;
11/18/2021;Walker County;TX;43,8;;;
11/18/2021;Hartford County;CT;68,6;;;
11/18/2021;Pike County;IN;54,1;;;
11/18/2021;Randolph County;GA;19,7;;;
11/18/2021;Tuolumne County;CA;55,1;;;
11/18/2021;Mercer County;MO;32,3;;;
11/18/2021;Nelson County;KY;46,8;;;
11/18/2021;Rockingham County;NC;45,6;;;
11/18/2021;Linn County;MO;42,6;;;
11/18/2021;Rice County;KS;40,2;;;
11/18/2021;Sarpy County;NE;57,2;;;
11/18/2021;Bosque County;TX;42,1;;;
11/18/2021;Windham County;CT;58,5;;;
11/18/2021;Dixie County;FL;31,7;;;
11/18/2021;Pickens County;AL;44,6;;;
11/18/2021;Jasper County;IL;39;;;
11/18/2021;Strafford County;NH;57;;;
11/18/2021;Niagara County;NY;60,9;;;
11/18/2021;Calhoun County;AR;33,8;;;
11/18/2021;Teton County;MT;38,2;;;
11/18/2021;Mellette County;SD;29,9;;;
11/18/2021;Chowan County;NC;49,8;;;
11/18/2021;Greenbrier County;WV;34,8;;;
11/18/2021;Pike County;GA;15,7;;;
11/18/2021;Fremont County;ID;37,8;;;
11/18/2021;Lavaca County;TX;38,6;;;
11/18/2021;Henry County;VA;37,5;;;
11/18/2021;Wilkin County;MN;50,7;;;
11/18/2021;Jackson County;OR;53,7;;;
11/18/2021;Hughes County;SD;64,3;;;
11/18/2021;Carolina Municipio;PR;73,2;;;
11/18/2021;Slope County;ND;10,1;;;
11/18/2021;Putnam County;GA;14,3;;;
11/18/2021;Deschutes County;OR;63;;;
11/18/2021;Caldwell Parish;LA;35,5;;;
11/18/2021;Glascock County;GA;14,6;;;
11/18/2021;Bates County;MO;36;;;
11/18/2021;Harper County;KS;43,6;;;
11/18/2021;Marion County;FL;52,4;;;
11/18/2021;Robertson County;KY;35,2;;;
11/18/2021;Lake County;FL;60,9;;;
11/18/2021;Chautauqua County;NY;53,7;;;
11/18/2021;Rappahannock County;VA;49,7;;;
11/18/2021;Wayne County;NY;57,2;;;
11/18/2021;Lee County;TX;43,1;;;
11/18/2021;Colfax County;NE;41,3;;;
11/18/2021;San Saba County;TX;33,4;;;
11/18/2021;Halifax County;VA;40,8;;;
11/18/2021;Jefferson County;WV;32,2;;;
11/18/2021;Wood County;WI;56,3;;;
11/18/2021;Iredell County;NC;47,1;;;
11/18/2021;Indian River County;FL;62,1;;;
11/18/2021;Burlington County;NJ;67,3;;;
11/18/2021;Conway County;AR;49,1;;;
11/18/2021;Avoyelles Parish;LA;41,8;;;
11/18/2021;Grenada County;MS;48,4;;;
11/18/2021;Franklin County;OH;57,5;;;
11/18/2021;Bamberg County;SC;46,7;;;
11/18/2021;Bleckley County;GA;12,5;;;
11/18/2021;Ste. Genevieve County;MO;42;;;
11/18/2021;Llano County;TX;47,4;;;
11/18/2021;Lehigh County;PA;67,5;;;
11/18/2021;Barceloneta Municipio;PR;65,9;;;
11/18/2021;Alameda County;CA;72,1;;;
11/18/2021;Unknown County;WV;0;;;
11/18/2021;Carter County;KY;44,2;;;
11/18/2021;Nantucket County;MA;1,4;;;
11/18/2021;Knox County;IL;53,6;;;
11/18/2021;Wheeler County;TX;37,4;;;
11/18/2021;Santa Cruz County;CA;70,6;;;
11/18/2021;Kalawao County;HI;0;;;
11/18/2021;Tippecanoe County;IN;53,2;;;
11/18/2021;Adams County;ID;39,2;;;
11/18/2021;Casey County;KY;32,8;;;
11/18/2021;Dickson County;TN;44,1;;;
11/18/2021;Mitchell County;NC;45;;;
11/18/2021;Roanoke County;VA;47,9;;;
11/18/2021;Spencer County;KY;26;;;
11/18/2021;Hamlin County;SD;40,9;;;
11/18/2021;Essex County;NJ;62,5;;;
11/18/2021;Lincoln County;MT;32,4;;;
11/18/2021;Stevens County;MN;52,4;;;
11/18/2021;Westmoreland County;VA;43,7;;;
11/18/2021;Nye County;NV;42,3;;;
11/18/2021;Adair County;MO;41,6;;;
11/18/2021;Rockland County;NY;57,5;;;
11/18/2021;Anne Arundel County;MD;69,2;;;
11/18/2021;Sanpete County;UT;35,3;;;
11/18/2021;Lafayette County;FL;36,6;;;
11/18/2021;Refugio County;TX;50,1;;;
11/18/2021;Unknown County;AS;0;;;
11/18/2021;Faulk County;SD;50,4;;;
11/18/2021;Russell County;VA;43,7;;;
11/18/2021;Humboldt County;IA;46;;;
11/18/2021;Concho County;TX;44,7;;;
11/18/2021;Erie County;NY;63,1;;;
11/18/2021;Ouachita County;AR;49,8;;;
11/18/2021;Kings County;NY;61,3;;;
11/18/2021;Warren County;TN;37,8;;;
11/18/2021;St. Clair County;IL;56,3;;;
11/18/2021;Forsyth County;GA;23,5;;;
11/18/2021;Dawson County;MT;35,5;;;
11/18/2021;Hodgeman County;KS;42,3;;;
11/18/2021;Greene County;GA;41;;;
11/18/2021;Stephenson County;IL;54,9;;;
11/18/2021;Avery County;NC;49,5;;;
11/18/2021;Natchitoches Parish;LA;39,1;;;
11/18/2021;Socorro County;NM;61,8;;;
11/18/2021;Walla Walla County;WA;58,2;;;
11/18/2021;Cimarron County;OK;29,2;;;
11/18/2021;Effingham County;IL;44,4;;;
11/18/2021;Martin County;FL;58,9;;;
11/18/2021;Pike County;MS;45,4;;;
11/18/2021;Claiborne Parish;LA;38,2;;;
11/18/2021;Panola County;MS;42,6;;;
11/18/2021;Gogebic County;MI;62;;;
11/18/2021;Assumption Parish;LA;39,3;;;
11/18/2021;Hardin County;IA;51,7;;;
11/18/2021;Buncombe County;NC;59,5;;;
11/18/2021;Alleghany County;NC;53,7;;;
11/18/2021;Ector County;TX;38,8;;;
11/18/2021;Fergus County;MT;43;;;
11/18/2021;Monroe County;IN;54,8;;;
11/18/2021;Logan County;OK;31;;;
11/18/2021;Fulton County;AR;29,7;;;
11/18/2021;Douglas County;NV;48;;;
11/18/2021;Hendry County;FL;43,1;;;
11/18/2021;Perry County;TN;37,6;;;
11/18/2021;Pinal County;AZ;47,5;;;
11/18/2021;Fresno County;CA;53,3;;;
11/18/2021;Leon County;TX;32,9;;;
11/18/2021;Washington Parish;LA;38;;;
11/18/2021;Pendleton County;KY;40,1;;;
11/18/2021;Marshall County;AL;41,2;;;
11/18/2021;Randolph County;WV;28,7;;;
11/18/2021;Pitt County;NC;48,2;;;
11/18/2021;Washington County;IN;37,5;;;
11/18/2021;Knox County;OH;39,6;;;
11/18/2021;Broomfield County;CO;72,8;;;
11/18/2021;Catano Municipio;PR;65,3;;;
11/18/2021;Custer County;OK;44,3;;;
11/18/2021;Benzie County;MI;63,1;;;
11/18/2021;Fairfield County;SC;50;;;
11/18/2021;Tensas Parish;LA;57,8;;;
11/18/2021;Unknown County;NJ;0;;;
11/18/2021;Stevens County;WA;36,1;;;
11/18/2021;Henderson County;KY;45,9;;;
11/18/2021;Columbiana County;OH;44,9;;;
11/18/2021;Wayne County;NE;37,8;;;
11/18/2021;Clackamas County;OR;62,6;;;
11/18/2021;Livingston County;IL;46,3;;;
11/18/2021;Evans County;GA;21,9;;;
11/18/2021;Ellis County;TX;48,3;;;
11/18/2021;Coke County;TX;35,4;;;
11/18/2021;Cass County;IN;41,8;;;
11/18/2021;Sequoyah County;OK;35,7;;;
11/18/2021;Union County;NJ;62,6;;;
11/18/2021;Meade County;KY;34,3;;;
11/18/2021;Knox County;ME;76,2;;;
11/18/2021;Caldwell County;TX;48,3;;;
11/18/2021;Conecuh County;AL;38,6;;;
11/18/2021;Woodson County;KS;39,2;;;
11/18/2021;Weld County;CO;54;;;
11/18/2021;Columbus County;NC;40,2;;;
11/18/2021;Montgomery County;KY;41,9;;;
11/18/2021;Rincon Municipio;PR;68,1;;;
11/18/2021;Forrest County;MS;37,9;;;
11/18/2021;Jones County;GA;25,3;;;
11/18/2021;Woodbury County;IA;51,2;;;
11/18/2021;Grant County;WA;51,3;;;
11/18/2021;Meagher County;MT;47,2;;;
11/18/2021;Lowndes County;GA;27,3;;;
11/18/2021;Williamson County;TX;60,6;;;
11/18/2021;Howard County;IA;47,9;;;
11/18/2021;Mobile County;AL;44,5;;;
11/18/2021;Lake County;MI;54,3;;;
11/18/2021;Cherokee County;NC;51,1;;;
11/18/2021;Baldwin County;AL;45,4;;;
11/18/2021;Gurabo Municipio;PR;60,4;;;
11/18/2021;Owen County;KY;34,2;;;
11/18/2021;Jasper County;TX;33,1;;;
11/18/2021;Hancock County;MS;37,1;;;
11/18/2021;Pike County;PA;53;;;
11/18/2021;Bedford County;VA;42,1;;;
11/18/2021;Nottoway County;VA;41,9;;;
11/18/2021;Gem County;ID;35,2;;;
11/18/2021;District of Columbia;DC;60,7;;;
11/18/2021;James City County;VA;51,6;;;
11/18/2021;Warren County;IA;54,4;;;
11/18/2021;Anchorage Municipality;AK;57,3;;;
11/18/2021;Ontonagon County;MI;66,1;;;
11/18/2021;Hoke County;NC;29,9;;;
11/18/2021;Rogers County;OK;42,3;;;
11/18/2021;Kimble County;TX;40,8;;;
11/18/2021;Boone County;NE;46,2;;;
11/18/2021;Manitowoc County;WI;55,4;;;
11/18/2021;Branch County;MI;41,4;;;
11/18/2021;Park County;WY;42,2;;;
11/18/2021;Fall River County;SD;56;;;
11/18/2021;San Juan County;CO;88,5;;;
11/18/2021;Louisa County;VA;40,5;;;
11/18/2021;Fremont County;IA;47,4;;;
11/18/2021;Wayne County;GA;31,9;;;
11/18/2021;Lumpkin County;GA;11,9;;;
11/18/2021;Caribou County;ID;34;;;
11/18/2021;Jackson County;MI;48,7;;;
11/18/2021;Yates County;NY;48,3;;;
11/18/2021;Lake County;TN;31,9;;;
11/18/2021;Blaine County;MT;74,7;;;
11/18/2021;Pacific County;WA;51,1;;;
11/18/2021;Elk County;PA;53,7;;;
11/18/2021;Unknown County;MD;0;;;
11/18/2021;Greene County;NY;57,5;;;
11/18/2021;Breathitt County;KY;47,4;;;
11/18/2021;Orange County;CA;64,3;;;
11/18/2021;Rowan County;KY;47;;;
11/18/2021;Knox County;KY;33,4;;;
11/18/2021;Martin County;NC;48,2;;;
11/18/2021;Powder River County;MT;20,3;;;
11/18/2021;Mathews County;VA;56,7;;;
11/18/2021;Glacier County;MT;73,6;;;
11/18/2021;Richmond city;VA;41;;;
11/18/2021;Jefferson County;CO;70,7;;;
11/18/2021;Charleston County;SC;59;;;
11/18/2021;Adair County;OK;30,5;;;
11/18/2021;Benton County;AR;47,1;;;
11/18/2021;Kingfisher County;OK;42,9;;;
11/18/2021;Howard County;AR;50,4;;;
11/18/2021;Chisago County;MN;52;;;
11/18/2021;St. Francis County;AR;45,7;;;
11/18/2021;Pope County;MN;51,7;;;
11/18/2021;Clay County;TX;40,8;;;
11/18/2021;Schenectady County;NY;65,7;;;
11/18/2021;Piatt County;IL;53;;;
11/18/2021;Polk County;OR;58,4;;;
11/18/2021;Jefferson County;GA;33,3;;;
11/18/2021;Coles County;IL;41,6;;;
11/18/2021;Botetourt County;VA;46,7;;;
11/18/2021;Norfolk County;MA;70,3;;;
11/18/2021;Clay County;MN;52,5;;;
11/18/2021;Lewis County;ID;45,1;;;
11/18/2021;De Soto Parish;LA;39;;;
11/18/2021;Pike County;AL;38;;;
11/18/2021;Gilliam County;OR;41,5;;;
11/18/2021;Archer County;TX;44,2;;;
11/18/2021;Butler County;KS;42,9;;;
11/18/2021;Unknown County;OH;0;;;
11/18/2021;Glenn County;CA;48,8;;;
11/18/2021;Cheboygan County;MI;52,6;;;
11/18/2021;Franklin city;VA;36,7;;;
11/18/2021;Fayette County;PA;54,7;;;
11/18/2021;Allen Parish;LA;33,2;;;
11/18/2021;Kent County;TX;36,4;;;
11/18/2021;Brantley County;GA;13,3;;;
11/18/2021;Cleburne County;AL;28,8;;;
11/18/2021;Gordon County;GA;16,5;;;
11/18/2021;Polk County;MO;36,3;;;
11/18/2021;Sedgwick County;KS;46,4;;;
11/18/2021;Macon County;MO;37,2;;;
11/18/2021;Delaware County;OK;34,2;;;
11/18/2021;Levy County;FL;42,9;;;
11/18/2021;San Patricio County;TX;50,4;;;
11/18/2021;Greene County;IA;53,9;;;
11/18/2021;Washington County;ID;35,9;;;
11/18/2021;Unknown County;MT;0;;;
11/18/2021;Hernando County;FL;50,2;;;
11/18/2021;Gilmer County;GA;14,4;;;
11/18/2021;Russell County;AL;35,2;;;
11/18/2021;Jackson County;IL;47,6;;;
11/18/2021;Okaloosa County;FL;53,7;;;
11/18/2021;Camden County;GA;44,6;;;
11/18/2021;Lewis County;TN;33,2;;;
11/18/2021;Steuben County;NY;54,1;;;
11/18/2021;Garden County;NE;42,6;;;
11/18/2021;Morgan County;OH;38,4;;;
11/18/2021;Perry County;OH;37,5;;;
11/18/2021;Yankton County;SD;58,3;;;
11/18/2021;Kearny County;KS;48;;;
11/18/2021;Clarke County;AL;46,8;;;
11/18/2021;Currituck County;NC;49,9;;;
11/18/2021;Laurens County;GA;25,6;;;
11/18/2021;Evangeline Parish;LA;34,9;;;
11/18/2021;Bath County;KY;48,8;;;
11/18/2021;Buena Vista city;VA;36,8;;;
11/18/2021;Medina County;TX;50,2;;;
11/18/2021;Park County;CO;44,1;;;
11/18/2021;Brewster County;TX;51,7;;;
11/18/2021;Bacon County;GA;13,5;;;
11/18/2021;Parmer County;TX;36,8;;;
11/18/2021;Cooper County;MO;40,3;;;
11/18/2021;Menard County;IL;52,8;;;
11/18/2021;Whitley County;KY;40,3;;;
11/18/2021;Franklin Parish;LA;33,8;;;
11/18/2021;Greene County;AL;46;;;
11/18/2021;Berrien County;GA;18,9;;;
11/18/2021;Staunton city;VA;46,3;;;
11/18/2021;Osage County;OK;31,5;;;
11/18/2021;Bulloch County;GA;27;;;
11/18/2021;Palo Pinto County;TX;34,2;;;
11/18/2021;Ascension Parish;LA;46;;;
11/18/2021;San Juan Municipio;PR;68,5;;;
11/18/2021;Greene County;IL;36,8;;;
11/18/2021;Crenshaw County;AL;31,3;;;
11/18/2021;Grand County;UT;60,3;;;
11/18/2021;Pawnee County;NE;41;;;
11/18/2021;Ontario County;NY;62,4;;;
11/18/2021;Harrison County;OH;39,5;;;
11/18/2021;Morovis Municipio;PR;64,4;;;
11/18/2021;Unknown County;VA;0;;;
11/18/2021;St. Lawrence County;NY;55,6;;;
11/18/2021;Lincoln County;WY;37,6;;;
11/18/2021;Putnam County;OH;44,7;;;
11/18/2021;Adams County;PA;51,1;;;
11/18/2021;Johnson County;GA;16,3;;;
11/18/2021;Madison County;VA;50,9;;;
11/18/2021;Morgan County;KY;44,8;;;
11/18/2021;Hunt County;TX;38,7;;;
11/18/2021;Republic County;KS;48,3;;;
11/18/2021;Grand Traverse County;MI;63,2;;;
11/18/2021;Dewey County;OK;24;;;
11/18/2021;Madison County;NY;56,2;;;
11/18/2021;Cass County;IL;54,2;;;
11/18/2021;Van Buren County;TN;53,6;;;
11/18/2021;Ferry County;WA;50,5;;;
11/18/2021;Elk County;KS;31,1;;;
11/18/2021;Dale County;AL;48,8;;;
11/18/2021;Todd County;SD;49,8;;;
11/18/2021;Brooks County;TX;55,4;;;
11/18/2021;Hendricks County;IN;66,1;;;
11/18/2021;Vieques Municipio;PR;73,7;;;
11/18/2021;Marshall County;IL;51,9;;;
11/18/2021;San Benito County;CA;57,1;;;
11/18/2021;Garfield County;UT;51,4;;;
11/18/2021;Leflore County;MS;56,6;;;
11/18/2021;Taylor County;FL;36,1;;;
11/18/2021;Oneida County;ID;37,4;;;
11/18/2021;Unknown County;DE;0;;;
11/18/2021;Morrow County;OR;49,8;;;
11/18/2021;Albany County;NY;67,8;;;
11/18/2021;Clay County;WV;24,1;;;
11/18/2021;Cochise County;AZ;55,8;;;
11/18/2021;Wyandotte County;KS;49,8;;;
11/18/2021;Galax city;VA;37,1;;;
11/18/2021;Lincoln County;WV;16,9;;;
11/18/2021;Limestone County;TX;33,8;;;
11/18/2021;Litchfield County;CT;70,1;;;
11/18/2021;Burt County;NE;53,3;;;
11/18/2021;Klickitat County;WA;44,4;;;
11/18/2021;Barry County;MI;45,1;;;
11/18/2021;Cass County;MO;46,4;;;
11/18/2021;Jersey County;IL;51;;;
11/18/2021;Dickey County;ND;48,8;;;
11/18/2021;Cherokee County;SC;31,5;;;
11/18/2021;Winn Parish;LA;41,3;;;
11/18/2021;Logan County;ND;31,7;;;
11/18/2021;Antrim County;MI;54,7;;;
11/18/2021;Murray County;GA;16,8;;;
11/18/2021;White County;AR;41;;;
11/18/2021;Archuleta County;CO;53,5;;;
11/18/2021;Bastrop County;TX;50,8;;;
11/18/2021;Lake County;CA;53,9;;;
11/18/2021;Lassen County;CA;34,5;;;
11/18/2021;Roane County;WV;5,3;;;
11/18/2021;Pasco County;FL;53,3;;;
11/18/2021;San Mateo County;CA;74,1;;;
11/18/2021;Finney County;KS;40,1;;;
11/18/2021;Burnett County;WI;52,2;;;
11/18/2021;Denton County;TX;55,6;;;
11/18/2021;Franklin County;KY;55,1;;;
11/18/2021;Harris County;TX;57,1;;;
11/18/2021;Cherokee County;OK;41,8;;;
11/18/2021;Jackson County;OK;48,8;;;
11/18/2021;Perry County;IL;45;;;
11/18/2021;Chippewa County;MN;48,5;;;
11/18/2021;Concordia Parish;LA;37,1;;;
11/18/2021;Grafton County;NH;68,8;;;
11/18/2021;Nicholas County;KY;48,3;;;
11/18/2021;Washington County;VT;41,9;;;
11/18/2021;Orange County;VA;41,1;;;
11/18/2021;Crittenden County;AR;39,1;;;
11/18/2021;Black Hawk County;IA;55,1;;;
11/18/2021;Cassia County;ID;32,3;;;
11/18/2021;Johnson County;IN;53,8;;;
11/18/2021;Lac qui Parle County;MN;54;;;
11/18/2021;Sterling County;TX;35,8;;;
11/18/2021;Dakota County;MN;62;;;
11/18/2021;Putnam County;FL;37,1;;;
11/18/2021;Wise County;TX;35,6;;;
11/18/2021;Aguas Buenas Municipio;PR;66,5;;;
11/18/2021;Alexandria city;VA;57,1;;;
11/18/2021;Plymouth County;IA;48,4;;;
11/18/2021;Coal County;OK;36,7;;;
11/18/2021;Kiowa County;OK;47,8;;;
11/18/2021;Forsyth County;NC;55,4;;;
11/18/2021;Pike County;OH;40,2;;;
11/18/2021;Fayette County;TX;45,9;;;
11/18/2021;Box Butte County;NE;29,6;;;
11/18/2021;Erie County;PA;55,4;;;
11/18/2021;Pima County;AZ;60,7;;;
11/18/2021;Bay County;FL;46,2;;;
11/18/2021;Greenwood County;KS;45,9;;;
11/18/2021;Sherburne County;MN;40,6;;;
11/18/2021;Saratoga County;NY;72;;;
11/18/2021;Putnam County;MO;30,9;;;
11/18/2021;Deer Lodge County;MT;53,9;;;
11/18/2021;Webster County;MO;39,7;;;
11/18/2021;Chase County;NE;30,1;;;
11/18/2021;Douglas County;IL;43,7;;;
11/18/2021;Martin County;IN;46;;;
11/18/2021;Oakland County;MI;61,9;;;
11/18/2021;Coryell County;TX;43,1;;;
11/18/2021;Fond du Lac County;WI;50,7;;;
11/18/2021;Norton city;VA;31;;;
11/18/2021;Lawrence County;KY;42,8;;;
11/18/2021;Cass County;NE;53,8;;;
11/18/2021;Warren County;PA;45,6;;;
11/18/2021;Jasper County;MO;43,6;;;
11/18/2021;Green County;KY;39,6;;;
11/18/2021;Lawrence County;MO;35,1;;;
11/18/2021;Scotland County;MO;24,4;;;
11/18/2021;St. Tammany Parish;LA;52,3;;;
11/18/2021;Oconto County;WI;48,9;;;
11/18/2021;St. Landry Parish;LA;37,6;;;
11/18/2021;Will County;IL;59,6;;;
11/18/2021;Cherokee County;IA;49,7;;;
11/18/2021;Mecklenburg County;VA;40,8;;;
11/18/2021;Orange County;VT;47,2;;;
11/18/2021;Garfield County;MT;18,2;;;
11/18/2021;Sussex County;NJ;57,4;;;
11/18/2021;Pennington County;MN;48,7;;;
11/18/2021;Hatillo Municipio;PR;63,2;;;
11/18/2021;Sevier County;AR;41,1;;;
11/18/2021;San Juan County;WA;74,4;;;
11/18/2021;Buffalo County;SD;50,7;;;
11/18/2021;Scott County;KS;43,5;;;
11/18/2021;Bullitt County;KY;40,7;;;
11/18/2021;Ozaukee County;WI;65,2;;;
11/18/2021;Jackson County;MS;42,1;;;
11/18/2021;Madison County;AR;39,2;;;
11/18/2021;Greene County;PA;44,3;;;
11/18/2021;Shelby County;IL;38,1;;;
11/18/2021;Phelps County;NE;35,9;;;
11/18/2021;Elmore County;AL;39,5;;;
11/18/2021;Alpena County;MI;52,2;;;
11/18/2021;Franklin County;GA;15,4;;;
11/18/2021;West Baton Rouge Parish;LA;49,4;;;
11/18/2021;Crockett County;TN;44;;;
11/18/2021;Calhoun County;MI;47,7;;;
11/18/2021;Vega Alta Municipio;PR;60,6;;;
11/18/2021;Harper County;OK;41,4;;;
11/18/2021;Red River County;TX;38,3;;;
11/18/2021;Tazewell County;VA;39,1;;;
11/18/2021;Albemarle County;VA;60;;;
11/18/2021;Gasconade County;MO;48,3;;;
11/18/2021;Unknown County;ME;0;;;
11/18/2021;Queen Anne's County;MD;60,5;;;
11/18/2021;Crawford County;MO;30,5;;;
11/18/2021;Calloway County;KY;41,4;;;
11/18/2021;Berkeley County;WV;31,4;;;
11/18/2021;Woodward County;OK;35;;;
11/18/2021;Cannon County;TN;29,3;;;
11/18/2021;Hertford County;NC;42,8;;;
11/18/2021;Wayne County;WV;31;;;
11/18/2021;Umatilla County;OR;50,4;;;
11/18/2021;Boone County;KY;55,2;;;
11/18/2021;Delaware County;PA;66,8;;;
11/18/2021;Caldwell County;KY;47,4;;;
11/18/2021;Riley County;KS;34,7;;;
11/18/2021;Utuado Municipio;PR;66,9;;;
11/18/2021;Uinta County;WY;43,5;;;
11/18/2021;Lamar County;MS;54,1;;;
11/18/2021;Estill County;KY;46,6;;;
11/18/2021;Elmore County;ID;39,3;;;
11/18/2021;Sherman County;KS;40,2;;;
11/18/2021;McNairy County;TN;44;;;
11/18/2021;Essex County;VA;44,8;;;
11/18/2021;Wayne County;UT;49,8;;;
11/18/2021;Juneau City and Borough;AK;67,1;;;
11/18/2021;Linn County;IA;60,7;;;
11/18/2021;Morrow County;OH;38,1;;;
11/18/2021;Wilkes County;GA;18,9;;;
11/18/2021;Grant County;KY;43,9;;;
11/18/2021;Kinney County;TX;45,2;;;
